Sample.number,AceticAcid,Creatinine,Succinate,Acetaminophen,CitraconicAcid,L-Glycine,BenzoicAcid,L-Phenylalanine,L-Methionine,GlycolicAcid,L-GlutamicAcid,2-AminoAdipicAcid,3-PhosphoglycericAcid,L-Proline,KynurenicAcid,L-Arginine,D-Sorbitol,L-Ornithine,MandelicAcid,GlutaricAcid,Xylitol,Phenethylamine,L-Glutamine,3-PhenylPropionicAcid,Malonate,Propionate,L-Tyrosine,Threitol,L-Serine,L-Citrulline,trans-4-Hydroxy-L-Proline,L-Alanine,D-Mannose,Azelaic Acid,3-Hydroxybutyrate,2-MethylglutaricAcid,L-Tryptophane,L-Lysine,Spermidine,Butyrate,GABA,L-Arabitol,Galactitol,Dihydroxyacetone-phosphate,Dimethylamine,L-Anserine,Cytosine,Retinal,5-AminoValericAcid,PropyleneGlycol,Acetoacetate,2-Propanol,PhenylglyoxylicAcid,N-AcetylneuraminicAcid,L-Isoleucine,UrocanicAcid,4-HydroxyphenylAceticAcid,LinoleicAcid,N-Acetyl-L-AsparticAcid,MethylmalonicAcid,L-Valine,OleicAcid,HomovanillicAcid,IsovalericAcid,alpha-HydroxyisobutyricAcid,Acetone,O-Acetyl-L-Carnitine,PhosphoglycolicAcid,Dihydrothymine,D-Galactosamine,ThreonicAcid,IsocitricAcid,Ethanolamine,Putrescine,Lactose,Glycerol,Taurine,AscorbicAcid,PyroglutamicAcid,Indoxylsulfate,"1,3-Diaminopropane",L-Carnosine,Levoglucosan,Myo-Inositol,1-Methylhydantoin,NADP,Trimethylamine,4-EthylPhenol,TMAO,CholineChloride,Lactate,D-GluconicAcid,Creatine,Citrate,D-Fructose,Hypotaurine,D-Fucose,3-Methylxanthine,L-Cysteine,PimelicAcid,L-Aspartate,QuinolinicAcid,L-Arabinose,L-Histidine,D-Glucosamine,L-Threonine,Valerate,Beta-Alanine,gamma-LinolenicAcid,GlutaconicAcid,HippuricAcid,trans-FerulicAcid,3-MethyladipicAcid,Trigonelline,L-Glutathione-oxidized,VanillicAcid,Sarcosine,Glycerophosphocholine,SyringicAcid,Canthaxanthin,Coenzyme-Q10,D-GalacturonicAcid,L-Rhamnose,DehydroAscorbicAcid,D-GlucuronicAcid,GlycericAcid,SaccaricAcid,Glycogen,MalicAcid,L-Glutathione-reduced,2-Deoxycytidine,AdipicAcid,2-Deoxyguanosine,L-Leucine,Methanol,Methylguanidine,1-Methyl-L-Histidine,Dimethylsulfone,3-Methyl-L-Histidine,GuanidinoaceticAcid,L-Cystine,LevulinicAcid,GTP,2-Oxoglutarate,Betaine,Formate,2-PhosphoglycericAcid,D-Maltose,UDPG,StearicAcid,dAMP,Phosphocholine,N-Acetylglycine,Biliverdin,D-Xylose,D-Glucose-6-Phosphate,DocosahexaenoicAcid,NicotinuricAcid,S-Acetamidomethylcysteine,L-Asparagine,D-Glucose,Trans-AcotinicAcid,beta-HydroxyisovalericAcid,Uracil,D-Ribose,UMP,Methylamine,Dimethylglycine,L-Carnitine,EthylmalonicAcid,UTP,2-HydroxyphenylAceticAcid,4-AminoHippuricAcid,PantothenicAcid,beta-Carotene,7-Methylxanthine,TartaricAcid,2-PicolinicAcid,NAD,D-Galactose,3-HydroxyphenylAceticAcid,UDP,"D-Ribulose-1,5-bisphosphate",Chlorophyll-a,Phosphoenolpyruvate,Pyrocatechol,Uridine,Pyruvic-Acid,Cadaverine,SebacicAcid,GMP,2-Oxobutyrate
Sample_5028,0.00064498,0.0159251,0,0.00099026,0,0.00327528,0.00160528,0.001543,0,0,0.002393,0.00251821,0.00236937,0.00187664,0.00055582,0.00145511,0,0,0.00047375,0,0.00219528,0.00123628,0.00187085,0.00075865,0,0,0.00048869,0,0,0,0,0.00045154,0,0,0.00080217,0,0.00055758,0.00090672,0,0,0,0.00138966,0.00068406,0.00042054,0.00052624,0,0,0,0,0,0.00056531,0.0019395,0,0,0.00023216,0.00056913,0.0008021,0,0.00022384,0,0,0.00032085,0,0,0,0.00012643,0,0.00701616,0.00324164,0.0013988,0.00112865,0.00099191,0,0,0,0.0011531,0.00068525,0.0008295,0.00097597,0.00188825,0.00107695,0.0008634,0.00063287,0,0,0,0,0.00055149,0.00222614,0,0.00286838,0,0,0.00086971,0,0.00077304,0.00056233,0,0,0,0,0.00118147,0,0,0.00086673,0,0.00062785,0,0,0,0.00066967,0,0,0,0,0.00047115,0.00018041,0.0001802,0,0,0,0,0,0,0,0,0,0.00109011,0.00075516,0.00086885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00039822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00093035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5029,0.00263612,0.0255302,0.00038938,0.00049035,0,0,0.00411994,0,0,0,0.00199936,0.00179856,0.00201665,0.00209828,0,0.00190984,0,0.00185056,0,0,0.00093391,0.00131555,0,0.00064321,0,0,0.00037842,0.00155487,0,0.00186072,0.00122399,0,0,0,0,0,0.0009137,0,0.00087524,0,0,0,0.00032678,0.00045574,0.00101674,0.00081345,0,0.0002017,0.00062714,0.00034007,0.00025186,0.00023843,0,0.00037003,0.00030894,0.00055621,0.00060004,0.00027484,0.00035924,0.00046492,0,0.0004344,0,0,0.00023476,0.00013755,0.00014022,0.0071122,0.00070922,0,0.00139367,0.00208492,0.00082401,0,0.00164558,0,0,0,0.00214208,0.0009315,0.00106578,0,0,0.00103395,0,0,0,0.00052885,0.00494395,9.83E-05,0,0,0,0.00233801,0,0.00183898,0.00084953,0,0,0,0,0,0.00300101,0,0.00088288,0.00123203,0,0.0014985,0,0.00094248,0,0.00022562,0.00041935,0.00050604,0.00043586,0,0,0.00047227,0,7.89E-05,6.47E-05,0,0.00113787,0,0,0.00137891,0.00136893,0.00110994,0.00113579,0,0,0.00052701,0,0,0.00030615,0.00024372,0,0,0,0,0.00084193,0,0,0.00067269,0,0.00117027,0,0,0,0.0005749,0,0,0,0.00036527,0.00108178,0.00160849,0,0,0.00051164,0,0,0.00034896,0,0,0,0,0,0,0,0,0,0,0,0,4.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5030,0.00365184,0.02772931,0.0005278,0.0008652,0,0,0.0019043,0.00097073,0,0,0.00255065,0.00155008,0.0024642,0.00176368,0.00085315,0.00121023,0,0,0,0,0.00063761,0.00088493,0,0.00077027,0,0.00041755,0.00038631,0.00282803,0,0.00122902,0.00144069,0,0,0,0,0,0.00039174,0.0008074,0.00091558,0,0.00042459,0,0,0.00056935,0.00072805,0.0009066,0,0.00020991,0.00066084,0.00074775,0.00018513,0.00026018,0,0,0.00037213,0,0.00055812,0.00033069,0.0004637,0.00047637,0,0.0004604,0,0,0.00021571,0,0.00012287,0.00679151,0.00041391,0,0.00173937,0.0017363,0,0,0.00207678,0.00061501,0,0,0.00164466,0.00065129,0.00083784,0,0,0.00111469,0,0,0,0.00032074,0.00123317,0,0,0,0.00065634,0.00421353,0,0.0013616,0.00097306,0,0.00204386,0,0.00299913,0,0.00298465,0,0.00096203,0.00079186,0,0.00130118,0,0.0007747,0,0,0.00059245,0,0.00053939,0.00071954,0.00018619,0,0,9.17E-05,7.05E-05,0.00318168,0,0,0,0,0,0.00162186,0.00270681,0.00098006,0.00070314,0.00051442,0,0,0,0.00026485,0,0.00018804,0,0,0.00084892,0.00032651,0,0.00048389,0,0.00104737,0,0,0,0,0,0,0,0,0,0.00236237,0,0,0,0.00122892,0,0,0,0,0,0,0,0,0.00019518,0.00067443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5031,0,0.02037301,0,0,0,0.00079634,0,0.00089476,0,0,0.00252572,0.00211038,0,0.00182325,0,0.00209482,0,0.00107462,0.00041244,0,0.00102033,0.00115306,0.00191019,0.00065278,0,0,0,0.0014403,0,0.00097123,0,0.00044523,0,0,0,0,0.00061492,0,0,0,0,0.00166108,0.00036468,0.00038644,0.00069844,0.00032021,0,0,0,0.00033244,0.00040618,0.0002952,0,0,0,0.00037418,0,0.00033351,0,0,0,0.00020218,0,0,0.00022748,0,0.00029723,0.00494542,0.00072138,0.00207804,0.00120962,0.00079338,0.00079332,0.00063725,0.00124022,0,0.00196021,0,0.00106663,0.00146685,0.00121266,0,0,0,0.00029891,0,0,0,0.00166337,0,0,0,0,0,0.00118063,0,0.00061029,0,0,0,0,0,0,0,0.00076496,0.00029566,0,0.00044476,0,0,0.00209991,0,0,0,0,0,0,0,0,3.90E-05,0,0.00258183,0.00188342,0,0,0,0,0.00087653,0,0,0.00062895,0,0,0,0,0,0,0,0,0,0.00083742,0,0,0,0,0,0,0,0,0,0,0.00083615,0,0,0.00116678,0,0,0,0,0,0,0,0,0,0.00153618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5032,0,0.01821822,0,0,0,0.00150164,0.00082658,0.0005305,0,0,0.00175059,0.00089927,0.00162231,0.00205235,0,0.00178967,0.00139213,0.00166831,0,0,0.00149389,0.00073881,0.00197141,0.00043907,0,0,0.00039959,0.00138143,0.00276846,0.00210732,0,0.00083654,0,0,0,0,0.0006334,0.00159871,0,0,0,0.00102467,0.00042507,0,0.00076821,0,0,0,0.00073976,0.00033408,0,0.00065601,0,0.00037641,0.00028742,0,0.0003718,0.0003029,0.0002862,0.00039259,0,0,0,0,0.00018524,0,0.00029575,0,0.00145493,0,0.00183231,0.00191543,0.00089877,0.00065313,0.00177055,0,0.00266527,0,0.00115944,0,0.00103682,0.00187187,0,0.00050314,0.00036511,0,0,0,0.00346157,0,0,0,0.00155769,0.00113435,0,0.0010466,0,0,0,0,0,0,0,0,0,0.00092136,0,0.00098152,0,0,0.00129587,0,0,0,0,0,0,0,0,5.43E-05,4.64E-05,0,0,0,0,0,0,0,0.00156148,0,0.00086949,0,0,0,0,0,0,0,0,0,0.00099425,0,0,0,0.00087363,0,0,0,0,0,0,0,0,0,0,0.00162818,0,0,0.00052106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5033,0.00264036,0.01799046,0.00037708,0.00037332,0,0.00238761,0,0,0,0,0.00091934,0.0009902,0.00216235,0.00194193,0,0.00151254,0,0,0,0,0.00180058,0.00046917,0.00143412,0.00047486,0,0,0,0,0.00171957,0.00178949,0,0.00065516,0,0,0.00054564,0,0,0,0.00095475,0,0,0.00098821,0.00034052,0.00047375,0.00061654,0.00046778,0,0,0,0,0,0.0013708,0,0,0,0,0.00035725,0.00029056,0.00027765,0,0,0.00037322,0,0,0.00019367,0,0.00018518,0,0.00278594,0.00157602,0.00165653,0.00207319,0,0,0.00133201,0.00098967,0.00145693,0.0009473,0.00140061,0,0.00095378,0.00097447,0.00064307,0,0.00039207,0.00029288,0,0.00050323,0.00415081,0.00020041,0,0,0.00121427,0.00174542,0,0.00139453,0.00067404,0,0,0,0.001748,0,0.00135877,0,0.00110483,0,0,0.00105439,0,0,0.00055802,0,0,0.00049041,0.0003133,0,0,0,0,5.43E-05,0,0,0.00110564,0,0,0,0,0.00090742,0.00235824,0,0,0.00040053,0,0,0,0,0,0,0,0,0.00078731,0,0.00061432,0,0,0.00100456,0,0,0,0.00047251,0,0,0,0.00028844,0,0,0,0,0,0.00169109,0,0,0,0,0,0,0,0,0,0,0.00059565,0,0,0,0,0,0,0,0.00038454,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5034,0,0.025167,0,0,0,0.00155098,0,0,0,0,0,0.00077408,0.00185772,0.00124025,0,0.00186614,0,0,0,0,0.00114707,0,0.00136118,0.00047109,0,0,0,0.00091662,0.00165716,0.00135092,0,0.00083943,0,0,0,0,0,0,0.00064716,0,0,0,0,0.0002888,0.00069328,0,0,0,0.00078008,0.00045536,0,0.00042777,0,0,0,0,0,0.00031881,0.00034068,0.00043474,0,0.00030457,0,0,0.00021501,0,0.0002061,0,0.0011956,0.00179934,0.00176944,0.00208257,0.00083471,0,0.00195729,0.0006571,0.00147001,0.00154169,0.00149826,0,0.00117012,0,0.00116405,0,0,0,0,0,0.00119606,0.0001411,0,0,0.00125062,0.00157375,0.00126248,0.00137466,0.00063032,0,0,0,0.00179118,0,0.00146976,0,0.00109155,0.00063159,0,0.00079845,0,0,0.00064089,0,0,0,0.00034652,0,0,0,0,8.90E-05,5.24E-05,0.00245216,0.00133568,0,0,0,0,0.00100726,0.00209696,0.00061318,0.00066895,0.00044282,0,0,0,0,0,0.00016563,0,0,0.00098842,0,0,0.00057885,0,0,0,0,0,0,0,0.00071377,0,0.00033544,0,0,0,0,0,0,0.00122718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045131,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5035,0.00177171,0.00409013,0,0,0,0.00066888,0.00088269,0,0,0,0.00124912,0,0.00184785,0.00146199,0,0.00414542,0,0,0,0,0.00099216,0,0,0,0,0,0,0.00380503,0.00108983,0,0,0.00059757,0.00222973,0,0,0,0,0,0,0,0,0.00075541,0.00037258,0,0,0,0,0,0,0.00046586,0,0,0,0,0,0,0,0,0,0,0,0.00039709,0,0,0,0,0,0,0.0008263,0,0,0,0.0034795,0,0,0,0.00498637,0,0,0,0,0,0,0,0,0,0,0,0.00161221,0.00016228,0.01598117,0.0023982,0.00029691,0.00076811,0.00190446,0.00070656,0,0,0,0,0.00337115,0,0.00136792,0,0,0,0,0,0,0,0,0,0,0,0.00040458,0,0,0,0.00199676,0,5.53E-05,0,0,0,0.00122406,0.00601589,0,0,0,0.00082761,0,0,0,0,0,0,0,0,0.00149725,0,0.00207578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01060644,0,0,0,0,0,0,0.00018341,0.00149165,0,0,0,0,0.00028826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5036,0.00269814,0.02066009,0,0,0,0.00159242,0.00065116,0.00069052,0,0,0.00211119,0.00144456,0.00248082,0.00179704,0,0.00126546,0,0,0,0,0.00124408,0.00078396,0.00129492,0.00053719,0,0,0,0.00184273,0.0017702,0.00155999,0,0.00091919,0,0,0,0.00037553,0.0004388,0.00125087,0.00061148,0,0,0,0,0.00034366,0.00071072,0.00043013,0,0,0.00053993,0.0003928,0.00017737,0.00045979,0,0,0.00031892,0,0,0.00026504,0.00043614,0.00023936,0,0.00036121,0,0,0.00020414,0,0.00015932,0,0.00098738,0,0.00126102,0.00229148,0,0,0.00166977,0,0.00079914,0,0.0015266,0.00064118,0.00062155,0,0.00087943,0,0,0,0,0,0.00085938,0.00014918,0.00310517,0,0.00111567,0.00193075,0,0.00111818,0.00066626,0,0,0,0.00181315,0,0.0007806,0.000549,0.00079559,0.00127238,0,0.00078233,0,0,0.00119123,0,0,0,0.00043051,0,0,0,0,0,4.17E-05,0,0.00164978,0,0.00126101,0.00135304,0,0.00109295,0.00236611,0.00066148,0,0.00062624,0,0,0.00023798,0,0,0.00015617,0,0,0.00094507,0,0,0,0.00030392,0,0,0,0,0.00050012,0.00083249,0.00021096,0,0,0,0.0013178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5037,0,0.00464483,0,0,0,0.0028074,0,0,0,0,0.001014,0.00071797,0.00162517,0.00175528,0,0.00318597,0,0,0,0,0.00247439,0,0,0,0,0,0,0.00300003,0.00115616,0,0,0.00044659,0,0,0,0,0,0,0,0,0,0.00087123,0,0,0.0001677,0,0,0,0,0.00080729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001233,9.55E-05,0,0,0,0,0,0.0028206,0,0,0,0.00564106,0,0,0,0,0,0,0.00057815,0,0,0,0,0.00072652,9.64E-05,0.00037177,0.00248078,0.00073911,0.00078986,0.00143445,0,0,0.00261056,0,0,0.00384988,0,0.00475626,0,0,0,0,0.00048447,0,0,0.00051141,0,0,0,0.00091812,0,0,0,0,0,4.89E-05,0,0,0,0.00211529,0.00279277,0,0,0,0,0.00138391,0,0,0,0,0,0.001852,0,0,0,0.00068985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04127623,0,0,0,0,0,0,0,0.00176738,0,0,0,0,0.00020862,0,0,0,0,0,0.00074721,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5038,0,0.01724577,0,0,0,0.00187439,0.00056864,0,0,0,0.00179039,0.00119804,0.00180437,0.00172657,0,0.00199321,0,0,0,0.00075863,0.00145212,0.0011223,0,0.00051529,0.00092455,0,0,0.00214699,0.00412909,0.00219232,0,0.00061991,0,0,0,0.00042595,0.00092134,0.00139799,0,0,0,0.00094074,0,0,0.00065908,0.00047229,0,0.00017706,0.00052272,0.00114167,0,0.00022729,0,0.00045098,0.00026701,0.00037184,0.00028261,0.00014267,0.00039033,0.0004749,0.00029052,0,0.00031771,0,0.00021761,0,0.00024669,0.00498929,0.0007019,0,0.00177209,0.00217611,0,0,0.00186265,0,0.00122769,0,0.00129355,0,0.00182017,0,0,0.00072939,0,0,0,0,0.001655,0.00016665,0,0,0.00135378,0.00169124,0.0014483,0.00136906,0,0,0,0,0.00235973,0,0.00205662,0,0,0.00084873,0,0.00113643,0,0,0.00325199,0,0,0,0.00059668,0,0,0,0,0,5.85E-05,0,0.00149273,0,0,0.00125747,0,0,0.00197592,0,0.00066632,0,0.00032346,0.0002443,0,0,0.0007654,0,0,0,0.0006661,0,0.0005587,0,0,0,0,0,0,0,0,0.00047865,0,0,0,0,0,0,0,0,0.00095538,0,0,0,0,0,0,0,0,0,0,0.00039831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5039,0.00707429,0.0285259,0,0,0,0,0.00656749,0.00066714,0,0.00234167,0.00178682,0.00165971,0.0017359,0.00165794,0,0.00105743,0,0.00269609,0,0,0.0009567,0.00088356,0,0.00058596,0,0,0.00050521,0.00210284,0,0.0019202,0.00113645,0.00080811,0,0,0.00041466,0,0.0014031,0,0.00088104,0,0,0.00147904,0.0004353,0.00048623,0.0008114,0.00066916,0,0,0,0.00202759,0,0.00029092,0,0,0.00030052,0,0.00084823,0.00033341,0.00041405,0,0,0.00017613,0,0,0.00025918,0,0.00015462,0.00504869,0,0,0.00201398,0.00191785,0,0.0004644,0.00165626,0.00071529,0,0,0.00115899,0,0.00125826,0,0.00116763,0.00156785,0,0,8.46E-05,0,0.0008654,0.00033748,0,0,0,0.00142353,0,0.00117471,0.00104921,0,0,0,0.00217291,0,0.0030717,0,0.00106453,0.00072565,0,0.00141455,0,0.00101697,0,0,0,0.00033682,0.00050478,0,0.0001954,0,0,0,0,0.00332876,0.00164165,0,0.0015232,0,0.00089793,0.00166957,0.00306466,0,0,0.00059096,0,0.00028418,0.00065544,0.00025357,0,0,0,0,0.00102419,0.000421,0,0,0,0,0,0,0.00047358,0.00035745,0,0,0.00023866,0,0,0,0,0,0.00048449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00054469,0,0,0,0,0,0,0,0,0,0,0
Sample_5040,0.00497142,0.0212147,0,0,0,0.00857756,0.00606197,0.00061722,0,0,0.00199532,0.00120029,0.00156767,0.0016479,0,0.00265977,0,0,0,0,0.00054119,0.00066607,0,0.00055765,0,0,0.00053556,0.00115946,0,0.00167198,0,0.00066434,0,0,0,0.00049101,0.00074419,0,0,0,0,0,0.00033988,0.00028572,0.00084663,0.0004864,0,0,0,0.00104407,0,0.00030509,0,0.00040822,0,0.00039177,0.0004137,0.00026194,0.00030303,0.00030903,0,0.00024478,0.00018831,0,0.00025282,0,0.00016706,0,0.00062752,0,0.00128886,0.00191255,0,0,0.00161703,0,0.00309728,0,0.001089,0,0.0014017,0,0.00076401,0,0,0,0,0,0.00238562,0,0,0,0.00077269,0.00153234,0,0.00093849,0.0005116,0,0,0,0.0018214,0,0.00139319,0,0,0.00152333,0,0.00122865,0,0.0007379,0.00033855,0,0,0,0,0,0,0,0,5.97E-05,0,0,0,0,0,0.00145587,0.00130342,0.00109126,0.00178993,0,0.0007396,0.00071682,0,0,0.00043495,0.00026361,0,0,0,0,0.00092061,0.00065889,0,0,0.00026173,0.00103603,0,0,0,0,0,0,0,0,0.00095092,0.00150651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5041,0,0.02091715,0,0.00042009,0,0.00280889,0,0.00089678,0,0,0.00217903,0.00219633,0.00219663,0.00245869,0,0.00179159,0,0.00167725,0.00028881,0,0.00109849,0.00099295,0.00120416,0.00060045,0,0,0.000387,0.00174861,0.00252548,0.00173186,0,0.00076197,0,0,0,0,0.00068282,0,0.00059658,0,0,0,0.00079052,0.00044191,0.00064012,0.00030027,0,0,0,0.00057399,0.00029511,0.00037648,0,0.0002206,0.00027321,0,0.00045472,0.00045116,0.00026129,0,0,0.00022323,0,0,0.00022209,0,0,0.00377732,0,0.00210428,0.00137542,0.00164753,0,0,0.00160172,0,0.00157896,0,0.00193587,0.0008658,0.00084984,0.0005956,0.00090569,0,0,0,0,0,0.00173913,0.00023085,0,0,0,0.00099154,0,0.00100147,0.00077729,0,0,0,0.00121004,0,0.0012108,0,0.00096355,0.00091801,0,0.00088713,0,0,0.00303359,0,0,0.00033329,0.00038732,0,0,0,0,5.79E-05,4.28E-05,0,0.00159073,0,0,0.00160504,0,0.00119517,0.00175897,0,0.00095642,0,0,0,0,0,0,0,0,0,0.00066855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137288,0.00023143,0,0,0,0,0,0,0.00084765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5042,0.00336872,0.02491358,0,0,0,0.00422081,0.00231695,0,0,0,0.00172822,0.00123628,0,0.00168367,0,0.00233909,0,0,0,0,0.00127085,0.00087471,0,0.00051243,0,0,0,0.00143548,0.00214011,0.00141416,0,0.00065241,0,0,0,0,0.00057866,0,0.00067577,0,0.00045967,0.00077046,0.00102051,0.00032305,0.00080373,0,0,0,0.00059632,0.00032531,0.00019402,0.00026931,0,0.00042927,0.00024013,0,0,0.00034726,0.0003663,0,0,0.00024673,0,0,0.00028461,0,0.00012356,0.00750748,0.00059363,0,0.001514,0.00240709,0.0009066,0,0.00184092,0.00070479,0.00205669,0.00085215,0.00196802,0.00063303,0.00088017,0,0.00088369,0,0,0,0,0,0.00218359,0.00014865,0,0,0.00072144,0.00176512,0,0.00125214,0.0007977,0,0,0,0.00272293,0,0.00118585,0,0,0.00064392,0,0.0012455,0,0,0,0,0,0.00035147,0,0,0,0,0,6.60E-05,4.28E-05,0,0.00161158,0,0,0,0,0,0.00206145,0,0,0.00058521,0,0,0,0,0,0.00013926,0,0,0.00073039,0,0,0,0,0.0011159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5043,0,0.02168662,0,0,0,0.00055719,0.00047895,0.00145128,0,0,0.00268114,0.00201693,0.00215637,0.00192636,0.00060349,0.00234158,0,0,0,0,0.00173243,0.00126222,0.0013183,0.00054274,0,0,0,0.00095137,0.00155289,0.00092289,0,0.00058595,0,0,0.00041917,0,0.00060851,0.00150597,0.00087056,0,0,0,0.00078689,0.00061082,0.00073145,0,0,0.00014207,0.00058136,0.00028702,0.00038313,0.00034225,0,0.00020402,0,0,0.00042406,0.00036509,0.00033516,0.00034144,0,0.00037034,0,0,0.00010888,0,0.00011222,0,0,0,0.00202205,0.00118802,0,0,0.00152539,0,0.00119801,0,0.00078664,0.0014115,0.00052679,0.00079067,0.0004731,0,0.00025021,0,0,0.00084682,0.00087393,0.00010876,0,0.00078889,0.00307559,0.00055678,0.00097352,0.00094591,0.00055396,0,0,0,0.00154246,0,0.00224278,0,0.00087562,0,0,0.00111026,0,0,0.00256693,0,0,0,0.00043604,0,0.0001888,0,0,5.03E-05,5.40E-05,0.00263921,0.00142015,0,0.00178392,0.00098945,0,0.00122684,0.00134936,0,0.00078967,0.00074727,0,0,0,0,0,0.00015335,0.00094858,0,0.0005688,0.00025915,0,0,0,0,0,0,0.0004111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073885,0,0,0,0,0,0,0,0,0,0
Sample_5044,0.0163176,0.01423824,0.00099673,0.00495775,0,0.00616104,0.0028308,0.00133451,0,0,0.00217868,0.00149654,0.00211104,0.00193521,0,0.00082011,0.00165527,0,0.00069957,0.00152966,0.00092249,0.00192854,0.00221485,0.00125547,0.00076416,0.00035741,0.00057836,0.00368131,0,0.00071965,0.00182455,0.0012562,0,0,0,0.0007554,0,0.00116027,0.0004998,0,0,0,0.00055562,0,0.00043376,0.00097286,0,0,0,0.00055196,0,0.00052795,0,0,0.0002981,0.00045845,0.00049842,0.00023333,0,0,0,0.00055759,0,0,0.00012424,0,6.97E-05,0.01467724,0.00103765,0,0.00210138,0,0.00109781,0,0,0.00109652,0,0,0,0.00070139,0.00046268,0,0,0.00078374,0.00031558,0,0,0.00048326,0.00058386,0,0.00203478,0,0,0,0,0,0.00057588,0,0,0.00165141,0,0,0,0,0.00051812,0.00177335,0.00064759,0,0,0,0,0.00143708,0,0,0.00064283,0.00023943,0.00032762,0,0.00023104,0,4.51E-05,0,0.00085916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013866,0.00018381,0,0.00057073,0,0.00037645,0,0,0.0009499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5045,0.01400085,0.01942645,0,0,0.00052218,0.00493771,0.00194762,0.00086043,0,0,0.00094984,0.00117956,0,0.00182562,0,0.00156328,0,0,0,0,0.00106167,0.00087476,0.00161847,0.00042601,0,0,0.00041558,0.00072676,0.00271212,0.00200493,0,0.00078094,0,0,0,0.00037764,0,0,0,0,0,0.00128121,0.00049238,0,0.00070323,0,0,0.00019718,0,0.00033431,0.00015585,0.00036822,0,0,0,0,0.00035548,0.0003607,0,0.00042124,0,0.0003589,0,0,0.00019187,0,0.00013199,0,0.00095492,0.00200769,0.00201242,0.00137896,0,0,0.00140386,0,0.00217397,0.00072847,0,0.00078946,0.00100853,0,0.00055606,0,0,0,0,0,0.00115457,0.00013527,0.00204801,0,0.00210793,0,0,0,0.00051982,0,0,0,0,0,0.0013351,0,0.00093707,0.00112134,0,0,0,0,0.0020955,0,0,0,0,0,0,0,0,6.47E-05,0,0,0,0.00194995,0,0,0.00110857,0.00070487,0,0,0,0.00042207,0,0.00024124,0,0.00023957,0,0.00020394,0,0.00201667,0.00059306,0,0,0,0,0,0,0,0,0.00049231,0,0,0,0.00033276,0.0009194,0,0,0,0.00037455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00049565,0,0,0,0,0,0,0,0,0
